Name,Team,Image,Batting Style,Bowling Style,Playing Role,Description
Naseem Shah,Pakistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322200/322223.png",Right hand Bat,Right arm Fast,Bowler,"Zarai Taraqiati Bank Limited may not be an esteemed name in Pakistan cricket, but it was for this deparment that Naseem Shah made his first-class debut at 15. With a natural, whippy action that generated easy pace, he immediately stood out even in that most competitive of fields - Pakistani fast bowling. A year later, he was making his Pakistan debut in Brisbane, though not before adversity touched him; he would lose his mother just before he received his first Pakistan cap. His talent was so blindingly obvious it was only a matter of when things clicked for him. He became the youngest fast bowler in Test history to take a five-wicket haul, doing so in Karachi against Sri Lanka in just his second match. Records continued to tumble, with Naseem becoming the youngest to take a Test match hat-trick in his third Test against Bangladesh. Bodies that young dont often have to handle the force required to generate that sort of speed, and what followed was a spate of injuries that initially impacted his performance before sidelining him for more than a year. It wasnt until the third Test against Australia in Lahore in March 2022 that Naseem returned to the international fold. Mercifully, the pace was still extreme and there were no signs of the injuries he had nursed during his time away.If anything, Naseem has gone on to become a potent white-ball player. Until as recently as August 2022, he had never played a white-ball international, but in Shaheen Afridis absence, has blossomed in that leading role. His first T20I career over, where he dismissed KL Rahul and toyed with Virat Kohli, was one Shaheen himself would have been proud of, and further performances in the Asia Cup only bolstered his reputation. Its easy to sometimes forget that the man currently spearheading Pakistans vaunted fast bowling line-up is just 19, and with the T20 WOrld Cup looming, he has the chance to go back to where his international career began and show the world how far  he has come. And, of course, how much farther he can still go. Danyal Rasool"
Alzarri Joseph,West Indies,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/321900/321943.png",Right hand Bat,Right arm Fast,Bowler,"Tall fast bowler Alzarri Joseph started out as a legspinner in his backyard in Antigua before his height marked him out for a different style of bowling. In his teens he gained a reputation as one of the fastest bowlers on the school circuit, which carried over into the 2016 Under-19 World Cup, where he bowled the competitions fastest delivery, a 147kph zinger that broke Zimbabwe batter Brendan Slys stumps. Joseph would finish as West Indies highest wicket-taker of the tournament, with 13 wickets from six games at an economy of 3.31.He had made it into the U-19 World Cup squad on the back of his first-class performances - in his second season with Leeward Islands in late 2015, he took his first five-for, against Guyana, and followed it up with 7 for 46 against Windward Islands in the next match. His 24 first-class wickets that season and the World Cup performance saw him fast-tracked into the Test side; he debuted against India at Gros Islet in August 2016 and bounced out Virat Kohli for 3 for his first wicket. His ODI debut came a few months later, against Pakistan in Sharjah. In 2019, Joseph was signed by Mumbai Indians as an injury replacement for Adam Milne, and in his first game, against Sunrisers Hyderabad, he returned figures of 6 for 12, the best figures by a bowler in the IPL."
Aaron Finch,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316500/316533.png",Right hand Bat,Slow Left arm Orthodox,Top order Batter,"A solidly built, aggressive batter from a country town in Victoria, Aaron Finch ascended to become Australias ODI and T20I captain, leading his country to their first T20 World Cup triumph in 2021. Finch has twice held the record for the highest score in a T20I: his 172 against Zimbabwe in 2018, surpassed the 156 against England in 2013. In 2014, Finch was named Australias T20I captain, replacing George Bailey, but on the eve of the 2016 T20 World Cup in India, the selectors decided to consolidate the captaincy of all three formats and handed the job to Steven Smith. Finch at the time was the No.1-ranked T20I batter in the world but found himself suddenly struggling to hold on to his place in the side - though he had been an automatic selection in Australias ODI and T20I teams, and had set the tone for their triumphant 2015 World Cup with 135 in their opening match against England at the MCG. In 2018, amid a meltdown in Australian cricket in the wake of the ball-tampering scandal at Newlands, Finch found himself installed as the permanent national white-ball captain. He also made his Test debut in 2018 on the back of his white-ball form, scoring 62 and 49 on debut in Dubai against Pakistan, but endured a form slump in the home 2018-19 season after trying to adjust his technique to Test cricket and was dropped from the side. He retired from one-day cricket in 2022 after a lean run with the bat, although he did lead Australia to a 2-0 win over New Zealand in his final series.Finch made his first-class debut for Victoria at 21 but did not play his first Sheffield Shield match until two years later.  Victoria had not always viewed him in their preferred Shield batting order, and nearly three years passed between his second and third first-class centuries. He made an unbeaten 288 against New Zealand in a first-class tour match in Blacktown in 2015-16, although that game was ultimately abandoned as the New Zealanders complained about the condition of the pitch. Finch is an in-demand T20 cricketer, having played for nine IPL franchises as well as for Yorkshire and Surrey in England. He has also been a mainstay of the Melbourne Renegades side since the inception of the BBL and captained the team to their first BBL title in 2019."
Steven Smith,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316609.png",Right hand Bat,Legbreak Googly,Middle order Batter,"In a career of twists and turns, Steven Smith started out as a legspinner and become Australias best batter since Sir Donald Bradman, either side of having his career derailed by a ball-tampering scandal that saw him stripped of the captaincy and banned for 12 months.The rise from that controversy at Newlands in 2018 was near-miraculous: Smith returned to Test cricket with a 774-run Ashes series in 2019, and pictures of him in tears at Sydney airport after his return in disgrace from South Africa were replaced in the popular memory with those of triumphant celebrations of centuries. Part of his punishment for Cape Town was being banned from any leadership position for two years, but once he served that penance, in late 2021 he was named Pat Cummins vice-captain and a few weeks later led the side against England when Cummins was ruled out of a Test by Covid.Smith began his Test career in 2010 as a legspinner who batted at No. 8; by the time he was named Australias captain five years later, he was the No. 1 Test batter in the world and no more than an occasional bowler. His talent was apparent early, but as a young batter he had more moving parts than an orchestra - only, they didnt always work in harmony. He went away and worked on his game and returned to the Test side two years later with a much tighter technique. He still fidgeted between balls but could play every shot in the book, and a few others that defied words besides. Quick-footed and adept at facing spin, he is equally comfortable driving and pulling the fast bowlers.When he was appointed Australias 45th Test captain, Smith was filling in for the injured Michael Clarke in three Tests. That was during a markedly purple patch, even by his standards: he produced six hundreds in eight Tests then, against India, West Indies and England. Despite being only 25 at the time, the extra responsibility clearly didnt hamper his run-making, and Smith cemented his spot when Clarke retired at the end of the 2015 Ashes in England.As Smiths batting developed, his bowling became less frequently sighted, although he could still land the odd fizzing legbreak and winkle out a wicket or two. In the field his athleticism and instinct stand out, even in a high-quality fielding side like Australia. He has also been a key man in Australias ODI side, was his countrys leading run-scorer in their triumphant 2015 World Cup campaign, and became captain in all three formats before his career was turned upside down."
Josh Davey,Scotland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316676.png",Right hand Bat,Right arm Medium fast,Bowler,"Josh Daveys seam-bowling talent was recognised when Middlesex gave him his county debut at the age of 19. But, although he was involved with the county for four years, the seam-bowling allrounder failed to push on, and he was released at the end of 2013 and moved west to Somerset. Born in Aberdeen, Davey made his ODI debut in 2010, the same year as his first county appearance, and immediately made a sterling impression by taking 5 for 9 against Afghanistan. At the time, they were Scotlands best ever bowling figures in ODI cricket. In 2012 he took 3 for 23 in Scotlands win over Bangladesh in a T20 international, which was their first ever victory over an ICC Full Member. While he was highly regarded by many in Scottish cricket, the sense that Davey was not fulfilling his talent was reinforced when, a few months after losing his Middlesex contract, he was not selected in the Scotland squad for the World Cup Qualifiers in January 2014. However, he soon earned a summer contract with Somerset, and took 3 for 28 from his four overs when he was recalled for the rain-reduced ODI against England in May. Consistent bowling for Scotland in the summer of 2014 and in their World Cup acclimatisation tour was adorned by a return of 6 for 28 against Afghanistan, which represented the best ODI bowling display by a non-Test player. It ensured Daveys place in the final 15 for the World Cup. He made his first-team debut in a solitary outing against the New Zealand tourists in 2015 and added a single Championship appearance the following year as well as a smattering of T20 appearances in which he showed good economy.Davey was initially a fringe seamer at Somerset, but he won more opportunities in 2018 when 34 Championship wickets gave him his best seasons return. He started to thrive in their white-ball sides, too, taking 14 wickets - including both Hampshire openers in the final - as they won the Royal London Cup in 2019, and became an integral member of their squad.He represented Scotland at the 2021 and 2022 T20 World Cups: in the first, he took eight wickets in three matches in Oman to clinch a place in the Super 12s in the UAE, though an injury meant he only played twice at that stage of the tournament. ESPNcricinfo staff"
Pramod Madushan,Sri Lanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/355400/355401.png",Right hand Bat,Right arm Medium fast,Bowler,
Ibrahim Zadran,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/321300/321311.png",Right hand Bat,Right arm Medium fast,Opening Batter,
Ebadot Hossain,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/345000/345078.png",Right hand Bat,Right arm Fast medium,Bowler,"Ebadat Hossain Chowdhurys journey from being a volleyball player for Bangladesh Air Force to becoming a Test cricketer in February 2019 was a short, and interesting, one. Living in their barracks, Ebadat dreamt of bowling like Brett Lee one day. His dream came true when he took part in the 2016 Robi Pacer Hunt in Faridpur, crisscrossing 342km southwest from his hometown Sylhet. He was one of the top three bowlers, and was duly picked by the scouts to a training camp in Dhaka.He immediately impressed Aaqib Javed, who had come to Bangladesh as a short-term fast bowling consultant, before making his first-class debut for Sylhet against Rajshahi. It was followed by a draft pick in the BPL, by Rajshahi Kings. But Ebadats breakthrough came at the start of the 2018-19 domestic season, having taken 21 wickets in the BCL first-class tournament. It included a 10-wicket haul against North Zone, including international batsmen Najmul Hossain Shanto, Marshall Ayub and Mosaddek Hossain.He also impressed during the 2019 BPL, including figures of 4 for 17 against Chittagong Vikings in Sylhet Sixers last game. It led to Ebadats inclusion in the Test squad, in place of Taskin Ahmed who had been injured in the same game.\nMohammad Isam"
Mitchell Santner,New Zealand,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/319700/319792.png",Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,"A left-handed batsman and left-arm spinner, Mitchell Santner was first elevated to the New Zealand side after a promising 2014-15 domestic season. He was named in the one-day squad for the tour of England following the retirement of Daniel Vettori after the World Cup as New Zealand searched for another left-arm spin option. Santner was in to cover for the absence of the players at the IPL but made an immediate impression with a well-crafted 94 in a tour game against Somerset. He was handed his ODI debut at Edgbaston having played just 19 List A matches for Northern Districts. It\s nice to have a left-arm spinner who turns, was a quip from the New Zealand camp.He made his Test debut later that year in the first ever day-night Test against Australia in Adelaide and made 31 and 45 batting at No.6 in both innings in a low-scoring game. He also took two wickets. Over the next four years his Test opportunities were limited but he became a mainstay in the white-ball teams for the Black Caps. His performances were so impressive that he was bought by the Chennai Super Kings in 2019 IPL to play under Stephen Fleming. He won a game by hitting a six off the last ball of the match against Rajasthan and took 2 for 13 from 4 overs in the IPL final against Mumbai, including the prized scalp of Rohit Sharma. His experience in that cauldron held him in good stead for the 2019 World Cup in England. He bowled a clutch spell in the semi-final win over India, strangling their middle order to help secure a spot in the final against England. Later in the same year he recorded a maiden Test century during an epic partnership with BJ Watling. The 261 they added was New Zealand\s highest seventh-wicket stand in history and helped their side to 615-9, their highest Test total against England. The three wickets he claimed in England\s second-innings also constituted new Test-best figures and helped New Zealand to a crushing innings victory.\nESPNcricinfo staff"
Najibullah Zadran,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316698.png",Left hand Bat,Right arm Offbreak,Middle order Batter,"Najibullah Zadran packs a punch with his bellicose left-hand batting, despite his slight frame. He has followed the same tried and tested route to the national side as many of his generation that came after the initial Afghan cricketing pioneers, with age-group cricket preparing him for the big stage. His ODI debut, against Ireland in Dublin in 2012, was possibly a little premature but Zadrans batting turned a corner in 2014 and he started to look more at home. In July, his second-innings 99 helped Afghanistan beat a strong Zimbabwe A side in an unofficial Test, and in November his unbeaten 32-ball 60 helped set up a 54-run win over Pakistan A in a Twenty match. He started 2015 well with a maiden ODI fifty, a boundary-laden 83 against Ireland, and cruised into Afghanistans World Cup squad.Liam Brickhill"
Wessly Madhevere,Zimbabwe,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/326500/326552.png",Right hand Bat,Right arm Offbreak,Allrounder,
Nurul Hasan,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/323100/323162.png",Right hand Bat, ,Wicketkeeper Batter,"Nurul Hasan, who made his first-class debut in 2011, is one of a whole host of talented Bangladesh wicketkeepers who had to wait his turn to play international cricket. It wasnt entirely his fault though. For 30 years, the position behind the stumps was the domain of Khaled Mashud or Mushfiqur Rahim. Nurul made his T20I debut in January 2016, against Zimbabwe, one of many experiments that the selectors indulged in ahead of the Asia Cup and the World T20. His ODI debut was equally accidental as Mushfiqur sustained a hamstring injury on the tour of New Zealand in December. Nurul was only the fifth wicketkeeper to make an ODI debut since Mushfiqurs career began in 2006. Nurul spent three years at the Under-19 level, playing in two World Cups in 2010 and 2012. He broke through in the 2013-14 season, making 489 runs in the National Cricket League, averaging 81.50 with two centuries. It earned him a place in the Bangladesh A side and then a reputation as a solid performer in domestic cricket.After his T20 debut for Bangladesh, Nurul made 500-plus runs in the Dhaka Premier League, which included a century. It ensured he was the second-best wicketkeeper in Bangladesh in 2016.Mohammad Isam"
Paul Stirling,Ireland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316638.png",Right hand Bat,Right arm Offbreak,Batting Allrounder,"Paul Stirling has long been recognised as a formidable cricketing talent both in Ireland and beyond. Before his 23rd birthday, he had already hit two ODI centuries against Pakistan. With a natural swagger and belligerence allied to a portly build, Stirling has evoked comparisons with Jesse Ryder. He generates huge power with seemingly little effort and is particularly strong lashing the ball straight or pulling the ball over midwicket. Born in Belfast, Stirling made his ODI debut at the age of just 17. He played for Ireland in the World Twenty20 in England in 2009, and then signed a three-year contract with Middlesex in December 2009. The following year he gave further notice of his talent by thumping a 134-ball 177 for Ireland against Canada in Toronto - the highest ODI score made by an Irishman. While he struggled in the 2011 World Cup, he ended the tournament with 101 in Ireland\s victory against the Netherlands, and a century in Ireland\s ODI series against Pakistan in May 2011 had Waqar Younis purring. He added another against the same opponents in Ireland\s tie with Pakistan two years later. Stirling also revealed his big match temperament with a pair of blistering innings - 79 off 38 balls and 76 off 43 balls - against Afghanistan in the finals of the World T20 qualifiers in 2012 and 2013. While Stirling made a fine impression for Middlesex in limited overs cricket, he languished in the second eleven in the Championship. But when he got a chance in 2014, he averaged 43.87 in six games, suggesting that he was capable of managing the transition between the white and red ball. Although he has been troubled by a back injury, which has limited his ability to bowl, Stirling is also a highly competent back-up offspinner. He has frequently bowled his full allocation of overs for Ireland in ODIs and, with 1-45 from ten overs, was Ireland\s most economical bowled during their victory over England in Bangalore in the 2011 World Cup.Stirling had long been a curious case in first-class cricket. The discrepancy between his first-class and limited overs returns for Middlesex had been infuriating. Before his maiden Championship hundred, he averaged 27.77 for the county against the red ball, but 41.46 in one-day cricket. So that century, against Yorkshire at Lord\s in 2017, was a perfect celebration of Ireland\s elevation to Test status which was formally confirmed on the other side of the Thames, at The Oval, a few days later. It\s about time I did this and also about time I started to score more consistently. That said, I don\t want to take away my natural instinct to play attacking cricket. That\s the balance I have to find.Ireland were eagerly seeking to develop club standards as their status in international cricket grew but another century upon Stirling\s return to play for his boyhood club, Cliftonville, caused brief resentment later that summer as rules excluded players with recent first-class experience from playing at this standard.  Farcical was how a tweet from Armagh described it after Stirling bulldozed their attack. Stirling captained Ireland for the first time in 2018 at the Hong Kong Sixes, and often found himself filling in when a first-choice skipper was elsewhere.As his belligerent form in white-ball internationals continued, Stirling found himself forced to make an unexpected choice in 2019 on account of Ireland\s ascent to Test status: either, he could continue to play for Ireland, but count as an overseas player in county cricket, or he could renew his Middlesex contract but forego his international career. He admitted he was baffled, but chose the former before signing a short-term deal to play for Northants as their second overseas player in the 2020 T20 Blast, despite being born in Belfast and holding a British passport.ESPNcricinfo staff"
Bas de Leede,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322600/322637.png",Right hand Bat,Right arm Fast medium,Batting Allrounder,
Danushka Gunathilaka,Sri Lanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/319800/319857.png",Left hand Bat,Right arm Offbreak,Allrounder,"A poised, attacking left-handed opener groomed in part at Sinhalese Sports Club, Danushka Gunathilaka was plucked from the domestic system largely on potential, and drafted into Sri Lankas A team for the tour of New Zealand in mid-2015. He impressed on that trip, hitting two smart fifties from four innings, to finish as the teams second-highest run-scorer.Those performances earned him a national call-up for the home series against West Indies in November. Gunathilaka then earned a second trip to New Zealand - with the senior team this time - and despite modest returns from his first three ODIs, he struck a rapid 65 in Nelson to win a Man-of-the-Match award.Gunathilaka was not originally part of Sri Lankas squad for the 2017 Champions Trophy in England, but came into it ahead of their second match thanks to an injury to Chamara Kapugedara. He made a stunning entrance, scoring 76 off 72 balls to help haul down a target of 322. That innings was followed by a run of three fifties and a maiden hundred in the ODI series against Zimbabwe, cue a call-up to the Test side. The Test debut was a disappointment, Gunathilaka scoring 16 and 2 before falling to loose strokes in both innings.Strong square of the wicket, particularly on the off side, Gunathilaka, who admires Kumar Sangakkara, is also a part-time offspinner. He had played in Sri Lankas Under-19 team in the 2009 Youth World Cup.Andrew Fidel Fernando"
Dinesh Karthik,India,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/319900/319934.png",Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,"Not many would forget the sight of Dinesh Karthik in India colours, horizontal on the ground, as he stumped Michael Vaughan in 2004. It was his first dismissal as a wicketkeeper for India, but his international career never really took off. Around the time he began churning out consistent runs in domestic cricket, India had MS Dhoni at the helm and behind the stumps, so there was very little Karthik could do. A man who was an integral part of a Test series victory over England in 2007, who showed he could open the batting in spicy conditions, just could not capitalise on his second chances. Karthik was still a giant in domestic cricket though, and had a knack for turning up on turning tracks. No doubt his penchant to sweep, reverse sweep and hare down that track at spinners helped his cause. Those quick feet have at times failed him behind the stumps - often at crucial junctures. He was recalled to the Indian side for a tour of Bangladesh in 2014 - but his wicketkeeping let him down.Karthik made over 1000 first-class runs in the 2008-09 season, with five centuries including a 213 as Tamil Nadu captain as they reached the semi-finals. For five seasons since - barring 2010-11, 2013 when he played only one match and 2015-16 - he had maintained a batting average above 40. Karthik found himself in contention again after Dhonis retirement in 2014, but Wriddhiman Saha was preferred because he was seen as the stronger keeper.An in-and-out history with the Indian team didnt help. He was picked in the one-day squad, as replacement for Parthiv Patel in August 2004, and made his debut in a NatWest Challenge game against England where he pulled off a superb stumping. Shortly afterwards, he was called up to make his Test debut against Australia but when he could manage only one fifty in ten matches, he was axed.He made a comeback in 2008 - picked in the Indian side for all three formats for a tour of New Zealand - but his middling performances continued over the following year and did not allow him to cement a place in the team. He fell out of contention, until a fine 2012-13 domestic season got him back into the ODI side for the 2013 Champions Trophy in England but it proved to be another false dawn.Karthik may feel unfulfilled when he looks back on his international career, but the IPL should have helped soothe him. He was bought at INR 12.5 crore by Delhi Daredevils in the 2014 auction and the next year, he netted INR 10.5 crore courtesy Royal Challengers Bangalore. He was acquired by Gujarat Lions for INR 2.3 crore in 2016.ESPNcricinfo staff"
Lungi Ngidi,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322000/322069.png",Right hand Bat,Right arm Fast medium,Bowler,"A tall, imposing paceman, Lungi Ngidi can reach speeds in the 140s kph and is as comfortable opening the bowling as he is at the death, making him one of South Africas most promising prospects. Ngidi was schooled at Kwa-Zulu Natals Hilton College and was involved at every provincial age-group level from Under-13 upwards. He played for Kwa-Zulu Natal Under-19s at the Khaya Majola week in 2014, where he was spotted by Northerns. They facilitated his move up country, where he honed his skills at the University of Pretoria. Ngidi was identified as a T20 prospect early on when he finished as the joint second-highest wicket-taker in the Africa Cup, a provincial T20 tournament that serves as a curtain raiser to the season, in September 2015. His six wickets came at an average of 12.50 and helped Northerns win the title. He was named Africa T20 Cup player of the year and was also promoted to the franchise team, Titans, for parts of their T20 campaign. Ngidi played in the final for Titans in 2015-16, which they won, and was a central figure in their title defence the following season. In January 2017, Ngidi was picked for South Africas T20 squad to face Sri Lanka and was named Man of the Match on debut. Having largely been touted as a limited-overs prospect till then, a surprise was in store a year later: a maiden Test cap arrived against India in Centurion, and, yet again, what a debut it was. Ngidis second-innings six-for helped South Africa knock India over for 151 and wrap up the series. Once again, he was named Man of the Match on debut.Firdose Moonda"
Aryan Lakra,U.A.E.,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/354900/354957.png",Left hand Bat,Slow Left arm Orthodox,Bowler,
Lockie Ferguson,New Zealand,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/321200/321239.png",Right hand Bat,Right arm Fast,Bowler,"A right-arm quick with a good bouncer, it is Lockie Fergusons speed that made a breakout star at the 2019 World Cup in England. Regularly hitting 150kph, Fergusons raw speed bowling first change yielded 21 wickets at just 19.47 and an economy rate of 4.88. He finished second on the tournament wicket tally behind Mitchell Starc. He was rewarded with being named in the ICCs team of the tournament alongside skipper Kane Williamson. A sporadic presence in the Auckland side in his first two first-class seasons, Ferguson had a breakthrough season in 2014-15, in which his 21 wickets came at an average of 23.38. He took 31 wickets the following year, when he also entered the List A side, enjoying further success there. It was for limited-overs cricket that he first entered the New Zealand squad: he was picked in the ODI side to Australia in December 2016, after an injury to Adam Milne had left the team short of an out-and-out fast bowler. Making his debut in Sydney, Ferguson took the wicket of David Warner in his first over.He has become a major weapon in ODI and T20 cricket. He played in the IPL for the Kolkata Knight Riders and Rising Pune Supergiant. He has played first-class cricket for New Zealand A and did an extended stint in England with Derbyshire in 2018. A Test debut came against Australia in Perth in late 2019, but was seemingly a source of great frustration for Ferguson: he didnt last the match, sidelined by a calf strain in the second session of day one.\nESPNCricinfo staff"
Nicholas Pooran,West Indies,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320100/320109.png",Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,"Nicholas Pooran confirmed his status as one of the most exciting young batting talents in the modern game with a sublime innings of 118 off 103 in West Indies defeat to Sri Lanka at the 2019 World Cup, but only four years earlier the idea that he would play international cricket seemed fanciful.A year after finishing as the fourth-highest run-scorer at the U-19 World Cup in early 2014, Pooran was involved in a serious car accident which left him with a torn patella tendon, fractured tibia and fractured ankle. After a long recovery process, he was handy a substantial contract for Barbados Tridents in the 2016 CPL on Kieron Pollards recommendation. Unsure whether his body would continue to hold up, Pooran looked to maximise his earnings by playing in every franchise league he could including the BPL, the PSL, the Hong Kong Blitz, the T10 and for West Indies B in the Global T20 Canada. His first BPL deal, in 2016-17, earned him a ban from the WICB, who were displeased at his decision not to play regional cricket instead.His international breakthrough came in late 2018, when he hit his first half-century for West Indies off just 24 balls against India in Chennai. From there, he was parachuted into the World Cup squad, and given an opportunity as West Indies No. 4 despite limited experience in 50-over cricket. He hit fifties against England and Afghanistan, plus a thrilling hundred against Sri Lanka, and finished the tournament with an average of 52.47 and a strike rate of 100.After an underwhelming first season for Kings XI Punjab in the IPL - he was previously picked up by Mumbai Indians in 2017 but did not play a game - he enjoyed a stellar 2020 season in the UAE, making 353 runs at a strike rate of 170, demonstrating his ability to dominate against spin and also pulling off a remarkable boundary save in the deep. He had come into the season off the back of a maiden T20 hundred for Guyana Amazon Warriors in the CPL, and followed it by playing his first first-class games in over six years for West Indies A in New Zealand.ESPNcricinfo staff"
Brandon Glover,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/325900/325907.png",Right hand Bat,Right arm Fast,Bowler,"A Dutch-South African fast bowler, Brandon Glover left South Africa after a call from Netherlands coach Ryan Campbell, who convinced him to put his Dutch passport to good use after he had finished his accounting degree. He had played Under-19 cricket for South Africa, but was enticed by the opportunity to play regular international cricket, and starred at the T20 World Cup Qualifier in late 2019, bowling hard lengths into the pitch at high pace.Chris Liddle had worked with the squad as a bowling coach during that competition, and when he earned the same role at Northamptonshire ahead of the 2020 season, Glover arrived shortly after on his recommendation, playing as a local player through the EU settlement scheme. A solid showing in the T20 Blast in his first season earned him a deal with the Oval Invincibles for the inaugural season of the Hundred in 2021.ESPNcricinfo staff"
Binura Fernando,Sri Lanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/329900/329936.png",Right hand Bat,Left arm Medium fast,Bowler,"Known for his ability to generate awkward bounce from a height of 6\7, and swing the ball, Binura Fernando has been among the leading schoolboy-cricket names over the past two years, claiming 84 wickets in the 2013 season. A left-arm seamer, Fernando was called up to Sri Lanka\s Test squad during the 2014 home series against Pakistan despite not having played first-class cricket. He was chosen largely on the strength of his performances for DS Senanayake College and the Sri Lanka Under-19 team."
Kasun Rajitha,Sri Lanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322900/322957.png",Right hand Bat,Right arm Medium fast,Bowler,"Virtually unheard of before 2015, the first inkling of right-arm seamer Kasun Rajithas potential came during a three-dayer against the touring Indians in August of that year. He took 5 for 68 on a spicy Khettarama deck in that match, dismissing Shikhar Dhawan, Virat Kohli and Rohit Sharma in a single spell, before claiming Kohlis wicket in the second innings as well.Achieving appreciable seam movement at a sharp pace, and from a high release point, Rajitha proved to be a penetrative T20 bowler in the following domestic season. He was the second-highest wicket-taker in the Super T20 Provincial Tournament, with 10 scalps in six matches. That performance earned him an international T20 debut, where he claimed two wickets in his first over, against India in Pune."
Fareed Ahmad,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320494.png",Left hand Bat,Left arm Fast medium,Bowler,
Josh Hazlewood,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316622.png",Left hand Bat,Right arm Fast medium,Bowler,"A tall and accurate fast bowler who is unrelenting in his line and length, Josh Hazlewood became a fixture in Australias Test attack as soon as he made his debut in December 2014. Although he was only 23 at the time, the baggy green had felt a long time coming, given that Hazlewood had been highly regarded for so long. At 17, he had become the youngest fast bowler to be selected by New South Wales, and at 19 he was in his first one-day international against England at Southampton, joining Craig McDermott and Ray Bright as the only Australian 19-year-olds to play the format so soon. Hazlewood was initially chosen for Australias Test tour of India in late 2010 but was withdrawn due to a back stress injury, and it was not until four years later that he finally played his first Test, having added significant strength to his 196cm frame.Hazlewood grew up with Glenn McGrath as his idol and was handed a rookie state contract for 2008-09, despite still being in year 12 in Tamworth, in country New South Wales. At the time, he had not even played a game for a Sydney grade club. But the observers who had seen something in Hazlewood were to be justified, as he statistically kept pace with McGrath, or near enough to it, during the early stages of his international career. Both men had made their Test debuts at 23 and Hazlewood reached 100 Test wickets in 46 innings, just one innings slower than his idol. Along the way, Hazlewood was only once dropped from the side: mentally and physically fatigued, he was left out of the fifth and final Ashes Test in England in 2015, despite a collection of 16 wickets at 25.75 in the series. When the Ashes next came around, in 2017-18, he claimed 21 wickets in Australias 4-0 victory.After the leadership upheaval following the Newlands ball-tampering scandal, he was named joint vice-captain of the Test team but missed the tour of the UAE due to a back issue. Another back injury following the 2018-19 home series against India saw him replaced as vice-captain and miss out on the World Cup squad, having been part of Australias successful campaign in 2015, but he was the man who claimed the wicket to retain the Ashes at Old Trafford a few months later.\nESPNcricinfo staff"
